s_id,a_id
165,1480
168,820
168,2210
168,2722
168,1693
168,4973
168,692
168,3160
168,3453
168,338
168,1174
175,4286
175,3683
175,3269
175,3021
175,3864
175,1826
175,1807
175,325
175,3143
175,4560
177,204
177,163
177,1573
177,2929
177,788
177,1220
177,468
177,4739
177,4219
177,3355
177,2902
177,2975
184,4197
184,2986
184,3603
184,2895
184,3709
184,1408
185,356
185,2408
185,761
185,3818
185,543
185,1915
185,3525
185,1216
185,4217
185,284
185,1212
194,1575
194,3265
194,3810
194,2936
194,1400
194,66
194,338
194,3027
197,2655
197,4688
197,1066
197,70
197,2801
197,488
197,2796
197,2904
197,2470
197,1752
197,55
202,3972
202,1832
202,4984
202,2406
202,2841
202,1931
202,3529
202,2131
202,1784
202,797
202,3621
203,4671
203,2084
203,1402
203,4551
203,1836
203,1335
203,1004
203,3937
203,3311
203,3672
203,2526
204,3542
204,1937
204,3038
204,2706
204,4825
204,2060
204,4973
204,3107
204,304
204,2141
208,4624
208,1025
208,1365
208,3821
208,3454
208,1302
212,469
212,1545
212,2321
212,2296
212,4872
212,2116
212,3398
212,1534
214,4509
214,1579
214,3195
214,4467
214,4429
214,4483
214,1431
214,2091
219,432
219,1722
219,2430
219,2632
219,333
219,1586
219,2039
219,3395
219,1946
219,698
219,536
219,2165
221,2402
221,2512
221,1337
221,1897
221,3569
221,2653
221,1707
221,946
223,1566
223,597
223,4152
223,1606
223,4443
223,4822
223,4640
223,3599
223,372
223,3704
231,2211
231,1460
231,2701
231,4456
231,628
231,4477
231,4640
231,4058
235,4459
235,2298
235,845
235,4238
235,4338
235,3407
235,4385
235,2794
235,250
239,3066
239,2244
239,1037
239,27
239,2478
239,2162
239,4522
239,879
239,4814
239,2302
239,2644
240,659
240,1788
240,2070
240,1473
240,4643
240,875
240,1740
240,1191
240,3272
240,1006
244,3254
244,1341
244,493
244,4547
244,2319
244,3038
244,311
244,1287
244,959
244,2026
244,637
244,4818
245,216
245,145
245,861
245,298
245,4734
245,4585
245,4138
245,2999
245,2939
252,3416
252,4816
252,2724
252,1816
252,4206
252,1443
252,4037
252,4938
252,3787
252,1337
252,3910
252,284
254,4327
254,4276
254,730
254,4114
254,2959
254,2760
254,2096
254,559
254,2263
254,4420
254,3081
263,3910
263,3366
263,3454
263,2242
263,727
263,1683
263,2135
263,2262
263,4823
271,856
271,1265
271,4084
271,4707
271,4903
271,4116
271,2804
271,3662
271,2535
271,2275
271,3446
272,820
272,4431
272,2505
272,3284
272,1704
272,990
272,3890
272,1642
280,4917
280,4763
280,2854
280,1216
280,2872
280,4182
280,2366
280,4579
284,2334
284,4813
284,4868
284,1366
284,3109
284,591
284,1213
284,103
284,3134
284,2247
284,1095
284,4055
289,4075
289,1960
289,3076
289,1797
289,3791
289,355
289,1139
289,4175
289,3710
295,4608
295,422
295,2735
295,2028
295,822
295,4455
295,306
303,4475
303,872
303,4761
303,4994
303,1172
303,2418
303,1322
303,1798
315,213
315,3225
315,1811
315,4976
315,3166
315,3949
315,3499
315,790
321,2641
321,3930
321,1041
321,4122
321,4328
321,3013
321,2023
321,1030
321,1529
321,3732
321,766
331,4190
331,2709
331,152
331,1326
331,3595
331,3706
331,3502
331,3645
331,4962
337,3989
337,1899
337,4637
337,4230
337,4291
337,4327
337,1951
337,4670
337,3114
337,4232
337,3216
343,1608
343,2192
343,1447
343,4517
343,2348
343,1207
343,3826
343,1593
343,3286
343,2138
343,4178
343,3107
348,486
348,463
348,1748
348,789
348,916
348,1128
349,2326
349,2181
349,1300
349,2141
349,1089
349,1537
351,1049
351,3542
351,3330
351,749
351,1526
351,19
351,2058
351,1168
354,4504
354,84
354,1421
354,4246
354,2431
354,1055
354,1294
354,3041
354,4794
355,3541
355,4182
355,2241
355,3017
355,4863
355,4191
355,2242
355,1093
355,401
355,4473
356,2869
356,3936
356,1096
356,2718
356,2963
356,2819
356,1255
356,3181
356,3192
356,946
356,1036
357,2117
357,1158
357,3524
357,3607
357,4888
357,4092
357,1097
357,2208
357,240
357,115
357,1787
358,4700
358,4172
358,3329
358,926
358,4599
358,3179
358,2536
358,513
358,4602
358,1250
358,4079
358,930
359,614
359,2501
359,1573
359,1802
359,2923
359,4424
367,4036
367,1384
367,4312
367,4581
367,1684
367,4378
367,703
367,3425
367,3626
367,232
367,2801
367,1489
376,335
376,2365
376,1522
376,770
376,3060
376,1586
376,2833
376,2003
376,2672
376,1706
378,1786
378,460
378,2213
378,8
378,3857
378,303
381,3975
381,1725
381,319
381,1714
381,3292
381,3850
381,541
381,1729
381,1970
381,4098
382,1366
382,2125
382,3566
382,2484
382,3694
382,1757
382,4727
382,3669
382,4441
382,4450
385,2146
385,820
385,1164
385,4577
385,2069
385,168
385,559
388,3919
388,4808
388,2227
388,4801
388,3425
388,4427
388,2740
388,81
388,326
388,2529
388,1008
388,3232
397,4179
397,4250
397,1912
397,3985
397,4867
397,3060
397,1043
402,3895
402,232
402,547
402,4200
402,2040
402,79
402,1046
402,697
402,2988
402,2990
406,4658
406,2240
406,3584
406,2861
406,928
406,638
406,4988
406,2486
406,1128
406,4182
406,4859
425,454
425,4318
425,226
425,4631
425,3315
425,350
425,1566
425,4920
425,1249
425,4248
425,2363
425,3697
427,3214
427,2105
427,4016
427,12
427,3591
427,3000
427,3202
427,2430
427,3406
427,4320
429,2256
429,2445
429,2062
429,1278
429,3671
429,3583
429,969
429,1226
440,3296
440,2393
440,370
440,104
440,2002
440,1902
440,4900
440,4918
440,4678
440,2680
440,1627
443,4836
443,4806
443,3713
443,162
443,2296
443,3019
443,1639
443,3885
443,2220
443,990
443,4190
456,1574
456,544
456,487
456,4879
456,2177
456,2698
456,1334
456,2800
456,2933
456,1305
456,1918
462,1027
462,2813
462,1545
462,3329
462,3848
462,4411
470,2870
470,1622
470,3097
470,3000
470,3119
470,2775
470,556
470,2276
470,2931
472,607
472,4293
472,2526
472,4858
472,51
472,2984
472,1923
472,3554
472,90
472,3970
473,2206
473,318
473,4294
473,878
473,2168
473,142
473,1419
481,500
481,1350
481,2504
481,3226
481,1659
481,1788
481,3079
481,2159
481,1523
481,4439
481,1430
481,1838
484,561
484,1122
484,4792
484,3458
484,3043
484,3119
484,2874
484,944
484,1999
484,485
485,2086
485,3060
485,1896
485,164
485,90
485,2721
485,1844
488,1640
488,3018
488,2308
488,2802
488,3024
488,4199
488,4583
488,3202
488,3800
488,2529
493,4412
493,4450
493,3408
493,1230
493,1774
493,4873
493,58
493,3358
493,2021
493,2763
498,2154
498,3081
498,2024
498,4550
498,313
498,990
498,1354
498,4485
498,4608
498,1856
498,2682
498,4490
502,510
502,4816
502,1145
502,2335
502,3503
502,2957
502,1299
504,4066
504,1789
504,2193
504,1181
504,3351
504,2649
504,4709
511,785
511,983
511,2357
511,1447
511,458
511,2216
511,176
511,3002
511,21
511,2522
518,3549
518,1157
518,4970
518,359
518,656
518,2908
518,204
521,2540
521,278
521,1192
521,1673
521,3973
521,2313
521,1415
521,4189
521,2437
521,362
521,1034
521,3238
523,1634
523,4033
523,3759
523,2529
523,1709
523,4698
523,1358
523,3408
523,3414
532,2009
532,374
532,4139
532,2174
532,4904
532,1635
540,1744
540,2807
540,682
540,4655
540,1506
540,1950
540,3595
540,2618
544,2505
544,1770
544,2857
544,4158
544,3887
544,3521
544,219
544,2120
544,4710
544,4389
544,3179
544,4411
547,3394
547,2482
547,3251
547,3024
547,1093
547,368
547,3717
547,1293
547,2263
550,3628
550,3939
550,1822
550,454
550,2466
550,3923
550,1101
550,3093
550,1895
555,2555
555,2143
555,2897
555,1298
555,2643
555,781
560,3216
560,1283
560,58
560,271
560,2656
560,4216
560,2537
565,2688
565,562
565,4178
565,2277
565,1019
565,2496
567,920
567,1153
567,4340
567,2792
567,3174
567,2813
569,2709
569,2131
569,3631
569,856
569,4992
569,4786
569,2561
569,4581
574,4883
574,3191
574,2266
574,4001
574,4050
574,884
574,3283
574,352
574,2526
576,3656
576,605
576,946
576,3718
576,4310
576,1687
576,1643
576,3860
576,3619
576,3545
576,630
577,875
577,471
577,2950
577,4297
577,1575
577,2061
577,2328
577,3413
577,4048
577,1390
577,3597
578,2994
578,3281
578,2508
578,4788
578,4458
578,4264
584,4436
584,3579
584,1751
584,1548
584,3033
584,1510
584,3989
587,491
587,2870
587,1173
587,846
587,1315
587,3237
587,530
587,1984
587,2735
587,215
587,3218
587,3367
588,3039
588,3339
588,238
588,406
588,708
588,1951
588,371
588,3711
588,1009
588,939
588,164
588,2000
593,4799
593,2987
593,2846
593,3946
593,2841
593,986
593,4759
593,683
593,2823
593,1237
595,4540
595,2676
595,188
595,551
595,1037
595,3248
595,1339
595,3992
595,88
595,4491
595,4756
595,3405
596,1867
596,2020
596,4492
596,581
596,4724
596,2732
596,2298
596,568
598,4980
598,2234
598,4583
598,495
598,3921
598,3398
598,56
598,4357
598,1947
604,668
604,1973
604,1245
604,1570
604,854
604,2356
604,3224
604,2297
604,2298
606,4064
606,4370
606,3701
606,3330
606,2054
606,1177
606,4539
606,2308
606,4137
606,740
606,2718
606,81
612,2214
612,3951
612,3002
612,2115
612,2347
612,2056
612,426
612,2224
615,3614
615,2531
615,2523
615,1459
615,4026
615,4294
629,3338
629,277
629,2471
629,4215
629,2900
629,4745
629,3183
629,3502
629,3314
639,1587
639,4240
639,2643
639,3847
639,1802
639,2753
639,3375
639,123
639,1947
643,2198
643,1440
643,3867
643,4258
643,3362
643,3371
643,2262
643,3911
643,772
643,2361
643,360
653,4256
653,1642
653,265
653,2866
653,244
653,4545
653,654
653,3264
653,1376
653,4408
661,481
661,4356
661,784
661,1790
661,1974
661,4714
661,2807
661,2725
661,2396
662,3831
662,3507
662,3715
662,2865
662,1526
662,1632
665,4728
665,4797
665,1415
665,3074
665,3017
665,2811
665,2505
665,3207
665,2397
665,4666
665,2649
667,2475
667,2772
667,2686
667,1253
667,1916
667,4095
667,308
667,4054
667,531
670,988
670,3102
670,2276
670,1672
670,4497
670,4898
670,1654
671,4766
671,689
671,628
671,4172
671,3980
671,4557
673,3970
673,2618
673,4051
673,19
673,947
673,342
673,4200
673,1593
673,3035
676,2781
676,2452
676,243
676,4638
676,1532
676,3567
676,4494
676,938
676,1824
677,2281
677,2754
677,4836
677,3546
677,2865
677,1138
677,1241
678,1668
678,3357
678,1026
678,2757
678,2645
678,995
678,3658
678,694
678,11
678,1211
678,4215
678,2464
680,2771
680,2635
680,547
680,3240
680,3915
680,4053
680,3186
680,2108
680,2506
680,4781
680,2711
680,2061
691,3664
691,3216
691,431
691,4423
691,2574
691,525
692,71
692,3692
692,3491
692,1626
692,2132
692,1740
692,1827
692,4776
694,3441
694,2600
694,3083
694,2674
694,1248
694,829
694,56
694,4754
694,1811
694,1015
703,811
703,1446
703,2481
703,1856
703,3744
703,3255
703,3366
704,1532
704,3854
704,3296
704,1008
704,1219
704,4744
706,3811
706,30
706,4520
706,4051
706,4830
706,3895
706,1053
709,3032
709,3537
709,4281
709,2361
709,1131
709,4906
709,3066
709,2385
716,4440
716,3113
716,314
716,1465
716,1922
716,2639
716,3828
716,3855
716,748
718,2051
718,1101
718,3253
718,3829
718,1891
718,648
722,4443
722,39
722,972
722,4430
722,4329
722,1373
722,4598
722,2208
722,2701
722,3147
722,3679
725,3157
725,1665
725,38
725,3246
725,3778
725,1091
725,1398
725,4391
725,4344
725,2594
732,3784
732,1724
732,4323
732,2799
732,4425
732,3897
732,493
732,3586
732,3012
732,1009
732,3256
734,3204
734,1073
734,429
734,3185
734,2714
734,1374
734,3136
734,2806
736,1749
736,3690
736,1170
736,1232
736,395
736,1403
736,4555
736,1144
736,4528
736,3720
737,586
737,434
737,4967
737,973
737,467
737,4603
737,4287
737,2898
737,333
737,2462
743,126
743,1448
743,1291
743,3916
743,1267
743,4113
743,403
744,3318
744,711
744,3217
744,2781
744,4255
744,2956
744,674
744,3911
744,4256
761,4420
761,1870
761,1578
761,3853
761,4922
761,2922
761,1180
761,2353
761,4117
761,3332
768,1816
768,1139
768,717
768,523
768,3154
768,1234
776,2621
776,4634
776,4601
776,1824
776,1151
776,2042
776,4104
776,4399
776,369
776,4570
776,4401
776,3490
777,539
777,4040
777,1579
777,2224
777,4212
777,461
777,1203
777,1519
777,4657
777,4974
777,2868
778,1886
778,2106
778,3872
778,4950
778,3755
778,1189
778,2262
778,560
778,2061
778,3751
778,829
778,1768
782,4214
782,418
782,2883
782,1096
782,3183
782,4370
792,1545
792,2638
792,1891
792,2058
792,4720
792,4422
793,3454
793,4180
793,3685
793,2457
793,2555
793,1346
793,3693
793,3311
793,2518
793,2294
794,4896
794,2283
794,4389
794,1964
794,4604
794,4671
794,2926
794,4065
794,4897
794,4529
794,2439
797,3893
797,4402
797,4875
797,4640
797,3689
797,2862
797,1551
797,4025
800,3406
800,2996
800,2153
800,4304
800,1079
800,4053
801,4130
801,1308
801,3033
801,4264
801,3687
801,4495
802,1964
802,4967
802,3199
802,1808
802,203
802,3321
802,4246
802,3943
804,3299
804,3572
804,630
804,2339
804,2661
804,1480
804,949
804,932
804,1991
804,4524
804,4087
804,963
805,2184
805,3738
805,2415
805,67
805,1370
805,4417
805,2528
805,3432
808,3217
808,4045
808,2178
808,1057
808,370
808,1796
812,1187
812,1467
812,3680
812,3462
812,1898
812,1969
812,796
812,2042
812,3364
817,4368
817,1787
817,1594
817,4457
817,2224
817,4562
817,1034
817,15
817,4343
817,2999
817,908
818,2684
818,4577
818,2812
818,1055
818,1073
818,2925
818,2549
818,3484
818,2276
818,4738
818,1688
818,2378
820,2868
820,4859
820,1377
820,249
820,3765
820,121
822,4161
822,3253
822,3051
822,884
822,362
822,718
822,694
822,3156
822,3023
823,4128
823,4144
823,1752
823,561
823,4751
823,2997
823,2766
823,2742
823,2129
824,984
824,3892
824,233
824,217
824,2589
824,3429
824,4394
824,3283
824,2410
833,1997
833,823
833,3748
833,3949
833,665
833,3336
833,3117
833,526
835,1611
835,1242
835,148
835,3228
835,596
835,532
835,971
835,4595
835,468
835,523
835,3972
837,289
837,2002
837,3172
837,2732
837,2239
837,6
837,1909
837,4837
837,377
837,3998
841,595
841,4343
841,3751
841,567
841,4308
841,4318
842,438
842,1962
842,1713
842,3647
842,4475
842,2962
842,4445
842,2284
842,2061
842,3794
842,498
844,1974
844,2565
844,4378
844,2179
844,390
844,2369
844,277
844,2491
844,2514
844,2894
847,2494
847,539
847,2538
847,439
847,832
847,4395
862,3974
862,1913
862,1318
862,597
862,1291
862,500
862,643
862,4090
862,1528
862,4353
862,1087
862,3673
863,3926
863,1606
863,210
863,4591
863,3223
863,3261
863,3973
863,937
863,895
863,1546
863,707
863,1740
864,4074
864,4913
864,3191
864,3432
864,4163
864,4800
864,1982
864,865
872,2321
872,1153
872,4668
872,722
872,4211
872,3411
872,1602
874,4328
874,3633
874,1867
874,2525
874,4458
874,1284
874,671
876,4361
876,4148
876,4410
876,3401
876,1784
876,2533
876,3574
876,3200
876,1985
876,3247
876,554
882,1986
882,1948
882,1304
882,4818
882,919
882,2946
882,2766
882,542
882,3048
882,3839
885,3025
885,366
885,2505
885,4883
885,2053
885,4712
885,4581
885,1502
886,594
886,4072
886,1350
886,445
886,1186
886,4208
886,3475
886,3601
886,386
887,716
887,2109
887,3592
887,970
887,3138
887,968
887,1270
887,2134
887,2614
887,4026
887,708
887,635
890,585
890,2575
890,4905
890,3601
890,746
890,44
890,1299
890,2564
890,1243
890,3542
890,1486
901,3918
901,3088
901,1384
901,365
901,793
901,4594
903,2704
903,3656
903,2506
903,1191
903,4250
903,2535
903,2367
903,751
903,3461
903,4230
903,4006
906,448
906,139
906,1817
906,731
906,2424
906,471
906,3957
906,4895
906,72
909,100
909,4111
909,1314
909,4558
909,4934
909,4491
909,443
910,4786
910,2591
910,2723
910,4195
910,3360
910,272
910,2136
910,2450
910,2988
910,777
911,263
911,3713
911,3766
911,4325
911,4451
911,3736
911,63
911,3040
911,3720
911,2718
911,1902
913,83
913,3239
913,2357
913,2700
913,59
913,985
913,2390
913,792
913,1387
913,2338
913,428
913,163
946,946
946,2769
946,4433
946,4925
946,1295
946,2973
946,479
946,3385
946,19
946,2545
946,3123
954,711
954,1251
954,2732
954,3469
954,1443
954,3533
954,1849
954,463
954,3802
954,736
954,1072
954,2155
955,395
955,4277
955,3925
955,328
955,2462
955,5
955,1817
955,2584
955,2212
955,1592
955,1401
955,4590
956,2952
956,740
956,3875
956,3977
956,4537
956,516
956,3442
956,4460
956,1581
958,3461
958,1156
958,176
958,2822
958,1185
958,136
964,2773
964,742
964,340
964,380
964,77
964,3103
964,4714
969,2179
969,3279
969,3962
969,777
969,4065
969,3777
969,3660
969,485
978,3303
978,4243
978,4814
978,4018
978,2543
978,3468
979,3060
979,2418
979,2912
979,1792
979,4920
979,4703
979,4395
981,4987
981,823
981,49
981,3318
981,3574
981,1775
981,3178
981,4735
981,4810
981,4814
982,3019
982,2466
982,1660
982,4146
982,2281
982,432
982,586
982,308
982,63
982,524
982,2094
985,1011
985,4610
985,4230
985,2238
985,1203
985,3742
985,1436
985,850
997,2854
997,901
997,328
997,1030
997,4550
997,2148
997,3221
997,1929
1005,2433
1005,2447
1005,1916
1005,1919
1005,1218
1005,2938
1014,2783
1014,2787
1014,452
1014,1951
1014,145
1014,3631
1016,930
1016,3130
1016,730
1016,2029
1016,941
1016,2251
1016,4488
1016,3470
1016,527
1019,1532
1019,1006
1019,823
1019,3515
1019,4833
1019,3298
1019,940
1019,3900
1019,495
1019,2391
1019,316
1019,4710
1022,2921
1022,365
1022,643
1022,3029
1022,67
1022,3424
1022,761
1022,1093
1022,2653
1022,3874
1022,662
1022,2856
1028,2878
1028,569
1028,1925
1028,4277
1028,653
1028,1035
1028,2315
1028,4880
1028,3867
1028,2708
1028,3859
1028,4974
1032,2851
1032,229
1032,784
1032,2115
1032,4454
1032,1417
1032,243
1032,2431
1032,1154
1032,1742
1033,2965
1033,1454
1033,1998
1033,3102
1033,1108
1033,2937
1033,3060
1033,4929
1033,2406
1033,4620
1033,2000
1033,3641
1043,2737
1043,3322
1043,408
1043,2366
1043,4285
1043,4058
1043,1496
1043,132
1043,3398
1043,2258
1043,1617
1045,870
1045,2224
1045,3629
1045,2325
1045,911
1045,1340
1045,2387
1045,2262
1045,1189
1055,3403
1055,91
1055,1498
1055,875
1055,3287
1055,799
1055,2217
1055,1300
1055,4837
1056,2885
1056,863
1056,1836
1056,847
1056,405
1056,2460
1056,1821
1056,4610
1059,4403
1059,205
1059,2885
1059,1720
1059,3130
1059,3364
1059,3450
1059,2344
1059,237
1059,4193
1063,1155
1063,3275
1063,2331
1063,1217
1063,2512
1063,2044
1063,2895
1063,1119
1066,3350
1066,629
1066,1224
1066,2983
1066,4519
1066,3802
1066,4679
1066,2948
1066,3521
1069,1675
1069,2354
1069,4302
1069,3863
1069,4041
1069,1789
1069,4449
1071,1536
1071,4591
1071,4807
1071,1777
1071,1018
1071,4371
1071,1236
1072,3418
1072,1858
1072,3169
1072,1846
1072,4983
1072,3037
1072,2395
1072,3730
1072,2662
1077,3790
1077,1321
1077,3820
1077,3302
1077,2251
1077,4303
1077,2156
1077,4092
1077,727
1084,1852
1084,4093
1084,3202
1084,660
1084,2682
1084,1911
1084,3147
1084,837
1084,4128
1084,4206
1084,1767
1091,2921
1091,2524
1091,2934
1091,4134
1091,1190
1091,4881
1091,3929
1091,548
1091,1168
1091,663
1091,1296
1091,2780
1092,3709
1092,4848
1092,4912
1092,3456
1092,4477
1092,369
1092,4764
1092,984
1096,2455
1096,3336
1096,665
1096,1865
1096,146
1096,1201
1096,1977
1100,3524
1100,4720
1100,4989
1100,3371
1100,2897
1100,3980
1100,3363
1100,4362
1105,1934
1105,1160
1105,90
1105,4403
1105,4778
1105,1719
1105,2020
1109,3690
1109,3192
1109,3259
1109,1988
1109,3988
1109,3079
1109,4226
1110,3896
1110,2411
1110,4220
1110,2685
1110,348
1110,1069
1112,844
1112,1037
1112,924
1112,4548
1112,2258
1112,3293
1112,1481
1112,4740
1112,41
1112,3257
1121,4620
1121,1662
1121,4196
1121,1025
1121,1873
1121,3030
1121,3872
1121,3657
1121,2338
1121,2760
1121,4506
1121,1714
1129,2393
1129,1100
1129,2180
1129,3869
1129,1272
1129,4939
1129,4585
1131,4007
1131,2101
1131,1672
1131,22
1131,599
1131,1651
1131,2791
1131,1535
1135,3305
1135,1267
1135,744
1135,3755
1135,4741
1135,2921
1135,2443
1135,2768
1135,3858
1135,2761
1135,2216
1135,3522
1140,3776
1140,966
1140,4612
1140,455
1140,4371
1140,245
1140,1330
1145,4356
1145,426
1145,1600
1145,3977
1145,2149
1145,3625
1145,480
1145,1465
1145,2276
1147,2924
1147,978
1147,2120
1147,3118
1147,3402
1147,4152
1147,1515
1147,3914
1147,2934
1149,4426
1149,182
1149,3900
1149,3493
1149,3733
1149,4082
1153,99
1153,3935
1153,2071
1153,2440
1153,4255
1153,3175
1153,2085
1153,479
1153,2616
1153,3021
1154,3159
1154,4898
1154,4542
1154,4293
1154,4920
1154,4574
1154,1940
1154,1451
1158,444
1158,900
1158,349
1158,4314
1158,549
1158,4234
1158,2794
1160,3453
1160,341
1160,597
1160,3728
1160,697
1160,1058
1160,2601
1160,2046
1160,841
1165,1452
1165,3796
1165,3799
1165,1165
1165,461
1165,4468
1165,2518
1165,2290
1165,3597
1165,3929
1165,3530
1166,1287
1166,1243
1166,3703
1166,1916
1166,1577
1166,3988
1166,676
1166,3980
1166,1194
1166,1351
1169,1629
1169,518
1169,3647
1169,3353
1169,4004
1169,3779
1169,190
1169,3228
1169,578
1169,3243
1169,478
1169,3563
1173,1864
1173,3974
1173,2275
1173,3928
1173,4864
1173,250
1173,1569
1173,3686
1177,4132
1177,2433
1177,2106
1177,3082
1177,126
1177,1285
1177,117
1177,1000
1177,2316
1177,1938
1184,1826
1184,1641
1184,639
1184,1648
1184,1218
1184,1772
1184,4772
1184,395
1184,4861
1190,3669
1190,1478
1190,742
1190,553
1190,1036
1190,3097
1190,95
1190,4838
1190,2238
1190,2149
1190,1649
1192,3535
1192,1654
1192,274
1192,2943
1192,4719
1192,2404
1192,3517
1198,3759
1198,4660
1198,4218
1198,117
1198,740
1198,4519
1198,3395
1198,4872
1198,4505
1198,92
1198,53
1211,240
1211,1875
1211,2439
1211,1177
1211,4963
1211,4418
1211,4389
1211,4033
1212,1311
1212,3782
1212,173
1212,4566
1212,159
1212,355
1212,31
1219,2763
1219,221
1219,271
1219,4838
1219,4121
1219,2120
1222,491
1222,3432
1222,4087
1222,4256
1222,2599
1222,617
1222,418
1224,3340
1224,1988
1224,1159
1224,3272
1224,4994
1224,707
1224,1564
1224,2844
1224,4544
1224,1246
1224,3950
1224,1882
1225,4352
1225,2371
1225,2831
1225,794
1225,1379
1225,2311
1226,347
1226,163
1226,2823
1226,3186
1226,2211
1226,738
1226,4712
1226,1280
1229,1191
1229,2021
1229,2672
1229,2926
1229,816
1229,143
1229,1288
1229,3647
1229,2869
1230,3584
1230,1450
1230,1386
1230,3220
1230,614
1230,4802
1232,3443
1232,451
1232,2603
1232,2601
1232,3737
1232,217
1232,1514
1232,4719
1232,29
1235,4898
1235,1335
1235,3837
1235,3475
1235,855
1235,3479
1235,4332
1235,962
1235,1312
1235,1847
1237,325
1237,3792
1237,3443
1237,3336
1237,10
1237,2952
1237,2439
1237,1141
1242,4662
1242,4954
1242,3220
1242,2051
1242,4005
1242,2757
1243,4029
1243,515
1243,4241
1243,1752
1243,2081
1243,4126
1249,1749
1249,4096
1249,1719
1249,2234
1249,1649
1249,1703
1249,4281
1249,236
1249,764
1249,2210
1249,233
1249,1020
1251,4489
1251,4555
1251,3121
1251,155
1251,3552
1251,3328
1251,2039
1251,1659
1251,4230
1256,4398
1256,1449
1256,3465
1256,3989
1256,887
1256,3607
1256,1541
1256,4700
1256,3690
1256,3846
1256,2888
1258,3109
1258,1974
1258,888
1258,3201
1258,643
1258,1363
1258,252
1258,1143
1260,1024
1260,4828
1260,2163
1260,1768
1260,34
1260,2662
1263,134
1263,1136
1263,3855
1263,4242
1263,4844
1263,1977
1263,979
1268,1666
1268,4134
1268,1341
1268,1624
1268,2562
1268,4031
1268,2810
1268,4649
1268,632
1268,4518
1269,2113
1269,457
1269,3206
1269,3054
1269,516
1269,1709
1269,1408
1269,3821
1269,1507
1269,2086
1269,230
1269,2845
1283,4099
1283,4121
1283,3859
1283,3409
1283,712
1283,2266
1285,4240
1285,512
1285,532
1285,4245
1285,4246
1285,2097
1304,4557
1304,1901
1304,2483
1304,4926
1304,1546
1304,1738
1304,2904
1304,375
1304,503
1307,2449
1307,1939
1307,2620
1307,4145
