s_id,a_id
253,2805
253,3882
253,2441
253,4534
255,902
255,4930
255,4687
255,4987
255,4639
255,1890
255,3726
261,4092
261,1881
261,151
261,1027
261,2998
261,3625
261,2182
261,3535
261,3186
261,3599
261,4074
264,4548
264,3097
264,3871
264,1141
264,1609
264,4981
265,261
265,3746
265,4216
265,4720
265,268
265,443
265,4615
265,273
265,3087
265,2711
266,4054
266,1184
266,3606
266,244
266,3048
266,211
266,1853
266,3073
269,424
269,4796
269,1657
269,3764
269,3158
269,4597
269,3092
269,3363
269,3610
269,4687
269,224
276,2519
276,3304
276,4392
276,3481
276,372
276,3923
276,250
276,1510
276,4527
276,1724
276,3888
277,1843
277,2809
277,3985
277,3605
277,4208
277,2382
282,1999
282,1856
282,1387
282,1093
282,2621
282,1959
282,1922
282,4357
282,4268
283,2592
283,4915
283,4312
283,2274
283,1501
283,163
285,2550
285,3517
285,4130
285,1233
285,1836
285,2768
285,1390
285,588
285,3324
285,2169
285,2173
286,4353
286,539
286,4394
286,2074
286,4793
286,429
286,196
286,649
286,3465
286,4144
286,2182
286,467
288,3613
288,3063
288,2883
288,2468
288,997
288,617
288,154
288,1626
288,2759
290,4465
290,3723
290,1663
290,2862
290,2060
290,1742
290,2569
290,2153
290,3896
290,4344
291,4760
291,15
291,1793
291,158
291,1449
291,2278
291,1295
291,880
291,2593
291,4468
292,4816
292,463
292,2681
292,2235
292,3760
292,1493
292,670
292,1529
292,1507
294,3394
294,801
294,1296
294,458
294,3077
294,1359
294,3959
294,4314
294,95
294,3640
297,565
297,525
297,2856
297,2296
297,1583
297,945
305,4557
305,4903
305,1818
305,2143
305,1589
305,2883
305,2480
305,1934
305,219
305,991
305,3176
305,2214
314,3221
314,3152
314,979
314,2648
314,2931
314,1232
317,1133
317,2433
317,528
317,1449
317,3002
317,438
317,2633
317,1477
317,4685
317,759
317,501
317,443
318,840
318,2290
318,3777
318,4433
318,1941
318,2559
318,1916
318,54
318,866
322,2500
322,3894
322,4479
322,886
322,1572
322,344
322,4808
322,2183
322,4480
322,3256
322,3761
324,3235
324,4499
324,3014
324,4332
324,4285
324,4552
324,19
324,3534
324,1788
324,3587
328,1065
328,681
328,741
328,1752
328,4156
328,4943
329,2962
329,184
329,1356
329,2249
329,461
329,2604
329,4369
332,3034
332,4212
332,352
332,3177
332,3069
332,3642
334,3876
334,404
334,3474
334,610
334,1554
334,2024
334,2150
339,2855
339,1394
339,4421
339,2234
339,645
339,1497
339,1135
339,3391
339,2839
339,1975
339,862
339,4246
340,2821
340,865
340,4097
340,3899
340,3515
340,202
340,3014
340,1877
340,4711
340,3525
340,1962
340,1590
346,1322
346,4072
346,1809
346,2214
346,362
346,2067
346,84
346,3823
346,2888
350,4963
350,2684
350,1052
350,4216
350,892
350,1316
350,2817
350,4116
352,4030
352,3906
352,4
352,3968
352,3180
352,4620
352,2824
352,2015
352,2114
352,356
352,1761
360,4261
360,4280
360,2879
360,2987
360,1624
360,2528
360,3377
360,161
366,1622
366,4855
366,1163
366,1073
366,377
366,347
366,2424
366,4676
366,3744
372,3505
372,2330
372,1590
372,3271
372,1719
372,3533
377,2498
377,77
377,597
377,1779
377,2829
377,377
384,762
384,520
384,3408
384,809
384,1786
384,3165
384,2266
384,4259
384,4333
384,3149
384,3793
384,1423
387,2132
387,4410
387,894
387,1703
387,478
387,3388
387,3577
390,2789
390,1285
390,2893
390,4003
390,3611
390,3330
392,714
392,4274
392,4934
392,1822
392,4452
392,1390
392,2265
392,3153
392,3871
392,3386
392,2354
395,310
395,3740
395,2391
395,2690
395,1394
395,3731
395,562
395,4447
395,821
395,1779
396,712
396,1132
396,1143
396,4522
396,1494
396,3185
396,4933
396,37
404,2263
404,1286
404,2698
404,4312
404,3452
404,924
404,2633
404,2303
404,3149
404,975
404,1083
404,1334
405,438
405,1136
405,1381
405,4628
405,3604
405,1503
405,4221
410,234
410,223
410,2750
410,3932
410,3667
410,388
410,353
410,1130
410,1988
410,117
410,4180
410,4210
420,3557
420,4439
420,4393
420,4055
420,1851
420,3297
420,336
420,2597
420,4780
420,1684
422,2629
422,4748
422,220
422,1159
422,2959
422,3543
424,4680
424,4463
424,3675
424,2986
424,2420
424,2343
432,3893
432,105
432,352
432,3289
432,4747
432,1092
432,951
432,260
432,2289
432,225
432,1158
433,238
433,463
433,836
433,2553
433,3297
433,2656
433,4828
435,1630
435,4233
435,603
435,4198
435,3034
435,4067
435,1010
436,3544
436,3481
436,1075
436,3286
436,3318
436,416
437,710
437,3676
437,708
437,4685
437,2779
437,3294
437,3775
437,4222
437,3112
437,3266
437,4753
447,3324
447,4745
447,339
447,473
447,3895
447,1915
447,3905
447,2645
447,3528
447,597
449,1698
449,850
449,4969
449,2508
449,306
449,2551
449,4993
449,4805
449,2669
449,1161
450,3211
450,1457
450,3817
450,215
450,94
450,3027
450,3560
451,2769
451,687
451,3775
451,1322
451,3988
451,610
451,3755
451,2781
458,718
458,2658
458,1773
458,1377
458,4905
458,4544
458,4720
458,228
458,2394
463,4800
463,2743
463,890
463,4395
463,837
463,4417
463,2341
463,3734
463,497
463,38
467,4227
467,3687
467,2132
467,3170
467,3160
467,4625
467,2513
469,1359
469,1368
469,4634
469,3874
469,3141
469,4798
477,2199
477,3113
477,2660
477,1456
477,3597
477,1302
477,2174
477,4593
477,829
478,2272
478,4879
478,2566
478,4639
478,4674
478,4621
478,1119
478,208
478,4439
478,2101
478,1520
478,3517
486,3964
486,1912
486,3329
486,2203
486,2198
486,1137
486,2230
486,4116
486,373
486,2608
489,1287
489,2473
489,4299
489,3877
489,3805
489,2186
489,471
496,2467
496,312
496,1425
496,4374
496,3166
496,1519
496,3091
496,1057
496,1144
496,708
505,3247
505,1481
505,2099
505,2885
505,2968
505,4878
505,1088
505,1899
505,9
505,2513
505,3634
505,232
507,4660
507,2633
507,4665
507,4833
507,3222
507,2888
507,1249
507,3884
508,1382
508,3499
508,2345
508,171
508,3654
508,4579
508,3404
508,291
508,3442
516,1074
516,570
516,1583
516,3037
516,571
516,1164
516,2632
516,3824
516,4902
524,4947
524,3785
524,1015
524,3049
524,1260
524,3000
533,1499
533,1542
533,1340
533,1633
533,3808
533,3213
533,3833
533,4390
535,1234
535,1373
535,277
535,2966
535,3327
535,1718
535,3519
535,3446
535,3007
535,105
535,3086
541,1942
541,3132
541,3845
541,4604
541,4725
541,1722
542,4031
542,2742
542,2587
542,3859
542,211
542,4530
542,4005
556,2157
556,3872
556,665
556,3338
556,2259
556,1999
556,3421
556,3004
562,1027
562,3630
562,2153
562,2372
562,371
562,2944
562,1581
566,3289
566,1826
566,1620
566,4470
566,2870
566,4233
566,2400
566,3144
566,3846
566,2629
568,1142
568,3891
568,2540
568,752
568,2760
568,2056
568,1369
568,1635
570,4471
570,631
570,2524
570,1873
570,4296
570,1749
570,3759
570,1404
570,1847
570,2240
573,2627
573,3629
573,218
573,3300
573,3987
573,8
573,2138
573,4901
573,2559
573,748
573,1806
582,1867
582,1361
582,2008
582,1314
582,3574
582,2394
585,4366
585,4073
585,1524
585,284
585,571
585,4360
599,3198
599,3286
599,519
599,3909
599,846
599,4551
599,3201
599,1047
599,927
599,3025
600,2250
600,2381
600,4902
600,3382
600,839
600,2752
600,2340
601,4907
601,3781
601,2878
601,4266
601,1711
601,3142
601,4327
601,2562
607,1437
607,1866
607,2151
607,1052
607,1615
607,2675
607,22
608,301
608,374
608,838
608,2604
608,1380
608,4559
608,731
608,774
608,2081
608,61
611,3468
611,2691
611,3030
611,3326
611,71
611,2751
611,3861
611,2742
611,1270
611,4670
611,3197
611,4957
613,141
613,2067
613,4577
613,1184
613,3166
613,4054
613,3657
613,1572
613,1611
613,3529
613,4993
614,1307
614,4666
614,4495
614,394
614,876
614,2327
614,1128
614,1568
616,2104
616,2756
616,4165
616,1473
616,3112
616,3657
619,339
619,124
619,3214
619,493
619,3584
619,2008
619,51
619,4681
619,2034
619,2695
619,2443
621,3562
621,3233
621,1017
621,3126
621,1698
621,671
621,2173
625,4571
625,3134
625,3541
625,2691
625,4091
625,3012
627,1217
627,259
627,1489
627,373
627,3894
627,782
627,2674
627,4304
627,4649
627,3412
627,564
630,181
630,765
630,127
630,3617
630,4594
630,1743
632,4198
632,4016
632,3659
632,4560
632,4651
632,3862
632,3850
632,4353
632,3061
638,2164
638,2494
638,3643
638,636
638,1759
638,1961
638,1109
638,2089
638,633
638,2263
638,2128
638,4011
640,2082
640,1055
640,430
640,4147
640,1720
640,2569
646,1951
646,3368
646,2863
646,3187
646,3002
646,3691
646,4901
649,4329
649,1972
649,2270
649,4021
649,4775
649,510
649,2544
649,3220
649,2307
649,3004
649,1788
649,204
650,3212
650,123
650,4833
650,79
650,2223
650,3203
650,1437
650,862
650,2782
656,1336
656,3181
656,458
656,2020
656,4303
656,2128
656,4918
656,2160
656,4678
656,4734
656,2884
656,3115
674,2687
674,2825
674,2206
674,2848
674,652
674,2894
674,3137
681,2225
681,2028
681,1550
681,3998
681,3087
681,3429
681,360
681,127
683,3159
683,4163
683,3140
683,3276
683,1466
683,3180
683,2414
684,855
684,2498
684,1727
684,3509
684,1717
684,1506
684,4689
684,1507
684,1703
684,2657
690,1887
690,4865
690,2813
690,3437
690,1779
690,2937
690,3491
690,2445
690,3649
690,2058
690,4894
695,280
695,2709
695,1689
695,4025
695,4535
695,1756
695,1270
695,1588
699,4279
699,831
699,4239
699,52
699,1894
699,3896
699,1704
699,884
699,4502
699,2059
699,4138
702,150
702,2999
702,4212
702,1162
702,919
702,2422
702,4506
702,2107
702,4016
702,4771
702,2455
702,4482
712,4375
712,989
712,788
712,1256
712,1513
712,99
712,2898
712,3326
712,1473
712,535
713,4558
713,4318
713,4076
713,354
713,1313
713,155
713,4207
717,2598
717,1319
717,173
717,2794
717,3045
717,1731
717,1933
719,3682
719,4731
719,625
719,2813
719,876
719,3454
719,1332
719,1706
719,3257
720,104
720,4643
720,1327
720,805
720,2769
720,3122
720,599
720,3211
720,3216
720,2235
720,2824
726,1049
726,2555
726,383
726,1202
726,813
726,4813
726,1548
727,3244
727,1296
727,4144
727,1656
727,2550
727,1161
727,1931
727,3580
727,938
727,191
728,751
728,3728
728,2101
728,1545
728,2481
728,3925
728,3486
728,4257
728,2954
733,3617
733,4964
733,2336
733,2294
733,4354
733,1659
733,4334
733,4924
735,340
735,489
735,2953
735,1660
735,754
735,3094
735,4238
735,4736
735,2789
735,3128
735,1492
735,440
739,1945
739,3634
739,4802
739,253
739,2202
739,3348
739,3244
739,4868
739,1196
741,451
741,4295
741,1581
741,3579
741,977
741,1923
741,3062
741,1325
741,4061
746,782
746,4062
746,3866
746,162
746,241
746,4040
746,3964
746,455
746,582
746,2928
746,2532
749,1759
749,1545
749,1500
749,4496
749,3663
749,32
749,1661
749,542
749,4151
752,3325
752,4960
752,3495
752,4507
752,1059
752,4587
752,1714
752,1419
756,3908
756,218
756,3399
756,4957
756,1697
756,921
756,3529
756,3136
760,2618
760,1219
760,1618
760,577
760,338
760,1493
760,61
760,3116
760,4699
766,1988
766,3661
766,2345
766,3232
766,2478
766,4312
766,3536
766,3419
767,1005
767,1528
767,371
767,1402
767,740
767,1175
767,4541
767,1617
767,3755
769,2974
769,3780
769,4088
769,2182
769,794
769,3871
769,1298
769,4578
769,4786
769,1453
769,4431
770,988
770,1284
770,2842
770,1279
770,1229
770,668
772,2443
772,1226
772,3303
772,3954
772,587
772,382
772,1553
784,3984
784,2427
784,1139
784,1636
784,1317
784,987
784,3422
785,2837
785,75
785,672
785,1142
785,2760
785,3841
785,298
785,1929
785,217
785,3496
787,3544
787,4090
787,293
787,4182
787,1977
787,2578
787,1239
788,2813
788,462
788,2558
788,2603
788,1235
788,419
788,2351
788,3165
788,2230
788,4893
795,760
795,2298
795,3721
795,838
795,4530
795,10
795,1235
795,1195
795,3782
795,1795
795,2265
795,4377
798,358
798,308
798,3171
798,3446
798,4879
798,568
798,1456
798,1742
798,1017
798,4891
798,915
798,4948
806,4878
806,2898
806,4731
806,3704
806,381
806,2690
806,2664
806,4889
806,245
806,2181
806,4395
806,1307
807,2718
807,1410
807,4930
807,178
807,2343
807,761
807,560
807,3494
807,4139
807,3477
809,861
809,4916
809,194
809,1111
809,1241
809,3470
809,4446
810,3204
810,1037
810,254
810,1046
810,3102
810,3611
810,218
810,4902
813,4255
813,1814
813,3438
813,2031
813,1277
813,1511
813,152
813,1064
819,4828
819,4786
819,3475
819,4575
819,754
819,1902
819,652
819,2599
819,2010
819,4833
819,97
819,847
821,1862
821,1004
821,4141
821,310
821,2886
821,2976
821,1479
821,3135
830,4223
830,2606
830,4407
830,473
830,3966
830,2771
830,4892
830,801
830,3831
834,2111
834,1046
834,1384
834,1112
834,2263
834,2175
834,2814
834,4304
834,3692
834,2130
834,4634
848,2114
848,934
848,998
848,4550
848,3006
848,1606
848,139
848,4318
848,4956
849,3488
849,179
849,705
849,3480
849,449
849,3808
849,2218
849,3168
849,970
849,302
849,445
859,3397
859,1901
859,3068
859,4690
859,50
859,1517
859,988
859,2994
859,4873
859,3077
860,529
860,77
860,4805
860,4951
860,1054
860,1142
860,3831
860,3615
860,3143
860,4522
860,2099
860,1653
861,2555
861,3222
861,194
861,13
861,1304
861,306
861,4986
861,2570
861,3330
861,4385
865,4038
865,4681
865,3093
865,2211
865,978
865,4699
865,879
865,2060
865,3788
865,1925
866,4950
866,625
866,4636
866,819
866,525
866,3597
866,2039
866,1132
866,2524
866,4868
866,19
866,2058
868,4754
868,3272
868,923
868,1
868,3466
868,633
868,641
868,2013
868,3168
869,4467
869,4914
869,566
869,86
869,2334
869,2941
869,3528
869,749
869,4526
869,3954
869,1917
869,2111
875,3308
875,3339
875,4478
875,2484
875,4398
875,4579
875,2786
884,390
884,1099
884,1118
884,1610
884,2430
884,3319
884,4507
884,3060
884,3204
884,235
888,1312
888,2419
888,4559
888,2320
888,4152
888,3776
888,4935
888,556
899,2361
899,2675
899,2270
899,4470
899,3193
899,1010
899,1004
899,4448
899,1908
899,3242
899,4315
921,189
921,2102
921,1826
921,2606
921,3714
921,3165
921,3827
921,834
921,1664
921,1893
921,181
922,2554
922,2036
922,2412
922,33
922,2880
922,629
922,3555
922,1789
922,2666
923,3764
923,1319
923,4220
923,457
923,3283
923,1534
923,1524
924,1216
924,4401
924,792
924,3379
924,2790
924,1099
924,2685
924,1879
924,1693
924,3935
924,3616
924,1527
927,1691
927,167
927,166
927,4604
927,3660
927,2977
927,3865
927,3801
927,1884
927,2449
927,4354
927,3138
928,3339
928,4229
928,4560
928,94
928,595
928,2686
928,3692
928,2517
931,4071
931,2012
931,650
931,240
931,3650
931,2787
941,2914
941,1013
941,254
941,3597
941,2498
941,2669
941,920
941,2355
944,2381
944,4158
944,1960
944,464
944,2447
944,1483
944,3019
944,2122
944,3904
944,3859
944,2640
945,3404
945,602
945,3841
945,1411
945,1085
945,364
945,2471
945,4927
945,2566
945,308
945,405
947,507
947,304
947,4842
947,2091
947,2012
947,1145
947,3686
947,3034
947,1144
947,3572
948,116
948,3739
948,1330
948,489
948,2901
948,1758
948,3329
948,4680
948,940
950,4145
950,2389
950,3214
950,632
950,4480
950,2707
961,174
961,4343
961,3838
961,3687
961,2456
961,2551
961,1222
961,733
961,411
961,641
961,4696
961,4955
963,282
963,1974
963,1155
963,450
963,1040
963,134
963,4056
963,576
963,661
963,4116
963,3405
972,4911
972,2115
972,4937
972,3653
972,474
972,729
984,3561
984,3997
984,4429
984,4472
984,237
984,1270
984,706
984,1916
984,2676
984,4676
995,2468
995,735
995,674
995,872
995,3440
995,3824
995,4534
995,1392
995,2474
999,886
999,1765
999,951
999,641
999,144
999,3235
999,1674
999,4071
999,1725
999,1599
999,4780
999,4282
1002,2079
1002,2681
1002,4986
1002,3789
1002,972
1002,1617
1002,3902
1004,3989
1004,4445
1004,735
1004,3839
1004,4862
1004,4349
1004,998
1004,3722
1004,1679
1004,478
1004,3983
1004,4286
1007,3581
1007,4622
1007,4384
1007,2683
1007,310
1007,3634
1007,2025
1007,3314
1007,2803
1007,3744
1007,4668
1010,1726
1010,2820
1010,4116
1010,117
1010,2376
1010,1075
1010,4321
1010,1362
1017,1322
1017,3115
1017,3057
1017,299
1017,1694
1017,862
1017,694
1017,82
1017,1636
1017,4270
1017,2075
1020,4310
1020,4666
1020,3872
1020,2655
1020,1394
1020,3726
1020,2060
1020,1712
1024,2996
1024,2852
1024,2083
1024,3986
1024,3155
1024,4029
1024,702
1026,4587
1026,1630
1026,2515
1026,2578
1026,455
1026,4487
1026,2064
1026,1591
1026,50
1026,704
1026,948
1031,4505
1031,1108
1031,151
1031,3709
1031,262
1031,1154
1031,4224
1031,206
1031,2055
1035,1464
1035,2347
1035,4200
1035,344
1035,3470
1035,2533
1035,1399
1035,1869
1035,1031
1035,3125
1036,2919
1036,2724
1036,1313
1036,2379
1036,4110
1036,3871
1036,275
1036,234
1039,3897
1039,3435
1039,1092
1039,4476
1039,2749
1039,4637
1039,3149
1039,3013
1040,1375
1040,570
1040,3175
1040,428
1040,3278
1040,3145
1046,687
1046,3102
1046,234
1046,3512
1046,3326
1046,3604
1051,1176
1051,286
1051,524
1051,3389
1051,4751
1051,60
1051,2889
1052,2539
1052,1835
1052,4541
1052,3711
1052,3423
1052,4244
1052,3104
1052,3103
1052,3097
1052,4893
1052,3239
1052,4148
1053,639
1053,2188
1053,581
1053,1250
1053,959
1053,1860
1053,3686
1060,1485
1060,4272
1060,920
1060,1082
1060,3810
1060,2851
1062,1741
1062,2117
1062,3139
1062,583
1062,98
1062,3581
1062,3431
1064,598
1064,686
1064,1291
1064,2915
1064,2962
1064,4963
1064,4812
1064,416
1064,4212
1064,2950
1064,2219
1064,1183
1067,2252
1067,2302
1067,3722
1067,353
1067,3307
1067,1364
1067,1474
1067,2704
1067,203
1067,1172
1067,1363
1067,475
1078,1289
1078,529
1078,355
1078,1153
1078,1808
1078,185
1081,4128
1081,4462
1081,803
1081,1349
1081,1621
1081,485
1081,299
1085,2082
1085,1796
1085,4494
1085,1722
1085,406
1085,40
1088,4613
1088,4754
1088,3497
1088,3867
1088,2143
1088,561
1088,973
1088,2291
1088,3072
1088,2397
1099,2568
1099,1185
1099,1423
1099,1237
1099,2065
1099,4636
1099,134
1101,1144
1101,38
1101,4495
1101,4273
1101,591
1101,4191
1101,1697
1101,691
1101,3594
1103,580
1103,4303
1103,2275
1103,3598
1103,3909
1103,3668
1103,186
1103,3198
1103,3188
1106,241
1106,1944
1106,3893
1106,4638
1106,4872
1106,4301
1106,2522
1106,3956
1106,3141
1113,4285
1113,1056
1113,2755
1113,2530
1113,3780
1113,1363
1114,3511
1114,3620
1114,1372
1114,2595
1114,1284
1114,4689
1114,1474
1114,4855
1114,307
1114,1837
1114,1871
1117,3460
1117,419
1117,4794
1117,1516
1117,3425
1117,3309
1117,4251
1123,4086
1123,4825
1123,2810
1123,680
1123,4267
1123,1608
1123,1008
1123,4819
1123,514
1125,3247
1125,2669
1125,1651
1125,1751
1125,2280
1125,3161
1125,2200
1125,3142
1130,4965
1130,1050
1130,3100
1130,1581
1130,1826
1130,3122
1130,960
1133,3009
1133,4925
1133,486
1133,4099
1133,205
1133,2028
1133,2639
1133,115
1133,4628
1133,3228
1133,1954
1133,204
1141,6
1141,3302
1141,1184
1141,3312
1141,4214
1141,4219
1142,3232
1142,758
1142,33
1142,2400
1142,3815
1142,1231
1142,4498
1142,3398
1142,4708
1142,1341
1142,4197
1146,2129
1146,4893
1146,4582
1146,673
1146,2515
1146,2873
1146,2646
1151,1595
1151,1002
1151,3577
1151,2488
1151,66
1151,1839
1152,2416
1152,949
1152,261
1152,4832
1152,2347
1152,110
1152,3395
1152,4166
1157,2798
1157,1738
1157,2600
1157,1117
1157,2052
1157,555
1157,4984
1157,4548
1159,1999
1159,4073
1159,1440
1159,1182
1159,4050
1159,4168
1159,1398
1170,217
1170,4547
1170,3999
1170,3377
1170,4153
1170,1088
1172,2596
1172,1843
1172,3746
1172,3873
1172,393
1172,1740
1172,593
1172,2132
1172,1964
1172,3234
1172,217
1175,3349
1175,1518
1175,4927
1175,3237
1175,3941
1175,1081
1175,4496
1175,3258
1175,835
1175,3894
1175,3190
1178,3439
1178,1762
1178,3452
1178,2016
1178,892
1178,3026
1178,3320
1178,1182
1180,2800
1180,3420
1180,4261
1180,4212
1180,6
1180,802
1180,1836
1180,371
1180,282
1180,2083
1180,122
1181,1928
1181,3223
1181,4620
1181,2661
1181,3999
1181,599
1181,4045
1181,2175
1181,2265
1188,1282
1188,4173
1188,3401
1188,1705
1188,2380
1188,2769
1188,600
1188,335
1189,1667
1189,4958
1189,45
1189,136
1189,3894
1189,3885
1189,1676
1189,537
1189,2381
1189,4215
1189,4405
1189,1127
1195,4270
1195,274
1195,297
1195,3702
1195,3192
1195,2828
1195,4897
1195,4316
1195,2392
1196,2100
1196,88
1196,4853
1196,2747
1196,4751
1196,4497
1196,3204
1196,8
1197,2180
1197,4413
1197,4761
1197,3888
1197,3894
1197,3016
1197,2220
1197,231
1197,4051
1197,2770
1197,4299
1200,4107
1200,84
1200,736
1200,2458
1200,1143
1200,66
1200,1352
1200,4438
1200,695
1200,4706
1200,3778
1203,1991
1203,807
1203,1499
1203,2662
1203,2087
1203,2749
1203,893
1203,3456
1204,3806
1204,3625
1204,1172
1204,3421
1204,2344
1204,3212
1204,1168
1204,126
1204,2781
1209,216
1209,3675
1209,1662
1209,2175
1209,4453
1209,3431
1209,407
1209,4392
1210,4569
1210,2036
1210,2842
1210,1137
1210,4937
1210,2482
1210,1577
1210,30
1210,3711
1210,2507
1214,1500
1214,1530
1214,4035
1214,3834
1214,2288
1214,2460
1214,457
1214,4068
1214,2543
1214,2845
1214,4179
1216,4594
1216,826
1216,1406
1216,409
1216,3848
1216,596
1220,2707
1220,3714
1220,1974
1220,4229
1220,394
1220,4218
1223,3671
1223,4346
1223,92
1223,2402
1223,3606
1223,2409
1223,3007
1223,2893
1223,3367
1223,4779
1238,936
1238,603
1238,4838
1238,1758
1238,2197
1238,2545
