ans_id,q_id,answer,is_correct,created_at,upated_at
85,22,reality course,False,2014-06-22,2014-06-22
86,22,lot economic,False,1998-10-27,1998-10-27
87,22,drop next,False,2010-03-02,2010-03-02
88,22,prepare picture,True,1971-02-10,1971-02-10
89,23,indicate project,True,2008-12-04,2008-12-04
90,23,late career,False,1977-03-21,1977-03-21
91,23,than pressure,False,1980-03-11,1980-03-11
92,23,too brother,False,1971-01-08,1971-01-08
93,24,commercial enjoy,False,1990-06-01,1990-06-01
94,24,fast vote,True,1980-04-25,1980-04-25
95,24,night realize,False,1993-09-20,1993-09-20
96,24,including leader,False,1975-06-20,1975-06-20
97,25,across study,False,2012-10-04,2012-10-04
98,25,else sense,True,2018-08-11,2018-08-11
99,25,father generation,False,1996-11-04,1996-11-04
100,25,gun without,False,2005-10-29,2005-10-29
101,26,tree paper,True,2020-08-21,2020-08-21
102,26,window listen,False,2013-10-23,2013-10-23
103,26,difficult change,False,2009-01-22,2009-01-22
104,26,wait beautiful,False,1973-09-10,1973-09-10
105,27,position his,False,2018-07-20,2018-07-20
106,27,so agree,True,2001-07-29,2001-07-29
107,27,customer baby,False,1982-07-05,1982-07-05
108,27,prove these,False,1982-04-10,1982-04-10
109,28,thank scientist,False,2013-10-08,2013-10-08
110,28,win often,True,1986-12-30,1986-12-30
111,28,change parent,False,1970-05-24,1970-05-24
112,28,president family,False,1976-01-20,1976-01-20
113,29,clear lose,False,1976-07-09,1976-07-09
114,29,cultural several,False,2009-11-21,2009-11-21
115,29,air which,True,1976-01-24,1976-01-24
116,29,whom or,False,1990-07-11,1990-07-11
117,30,scene among,False,1979-07-09,1979-07-09
118,30,significant early,False,2003-07-01,2003-07-01
119,30,public red,True,2020-01-25,2020-01-25
120,30,five same,False,2008-06-01,2008-06-01
121,31,by hope,False,1980-05-17,1980-05-17
122,31,boy program,False,2009-07-16,2009-07-16
123,31,move over,True,2016-03-18,2016-03-18
124,31,team remember,False,1989-07-08,1989-07-08
125,32,various because,False,2013-05-19,2013-05-19
126,32,wait ready,False,1982-08-31,1982-08-31
127,32,itself expert,True,1977-09-29,1977-09-29
128,32,herself possible,False,1979-09-07,1979-09-07
129,33,down support,False,1999-03-09,1999-03-09
130,33,Republican certain,True,2020-03-25,2020-03-25
131,33,next hospital,False,1997-12-23,1997-12-23
132,33,happen thought,False,2011-03-03,2011-03-03
133,34,security trade,False,2002-09-16,2002-09-16
134,34,responsibility blood,False,1973-02-16,1973-02-16
135,34,after a,False,2014-09-20,2014-09-20
136,34,standard want,True,1997-06-22,1997-06-22
137,35,present speak,False,2013-08-06,2013-08-06
138,35,against million,False,2020-07-24,2020-07-24
139,35,sea ready,True,1988-07-09,1988-07-09
140,35,red would,False,2012-02-17,2012-02-17
141,36,act election,False,1971-11-11,1971-11-11
142,36,drug eye,False,1979-08-29,1979-08-29
143,36,company relationship,True,1971-11-13,1971-11-13
144,36,mouth chance,False,2001-09-16,2001-09-16
145,37,quite dark,True,2001-01-03,2001-01-03
146,37,wonder cut,False,2018-12-13,2018-12-13
147,37,because record,False,1970-02-02,1970-02-02
148,37,audience left,False,1978-06-15,1978-06-15
149,38,indicate security,False,1993-12-29,1993-12-29
150,38,computer beautiful,True,2018-06-23,2018-06-23
151,38,computer water,False,2003-07-29,2003-07-29
152,38,significant produce,False,1980-04-26,1980-04-26
153,39,break rate,False,2006-10-02,2006-10-02
154,39,two accept,False,1987-06-01,1987-06-01
155,39,and serious,False,1974-08-19,1974-08-19
156,39,year lay,True,2011-04-21,2011-04-21
157,40,main support,False,2009-08-24,2009-08-24
158,40,letter democratic,True,1973-02-05,1973-02-05
159,40,financial apply,False,1977-12-03,1977-12-03
160,40,listen medical,False,1986-03-02,1986-03-02
161,41,drug point,False,2006-09-29,2006-09-29
162,41,art turn,False,1985-09-05,1985-09-05
163,41,section at,True,2011-08-15,2011-08-15
164,41,buy total,False,2015-04-14,2015-04-14
165,42,thank animal,False,1976-06-01,1976-06-01
166,42,course act,True,2013-09-25,2013-09-25
167,42,family recently,False,1995-03-11,1995-03-11
168,42,it girl,False,1991-09-26,1991-09-26
169,43,both process,False,2016-05-31,2016-05-31
170,43,ago case,False,1981-05-10,1981-05-10
171,43,weight order,True,1992-09-16,1992-09-16
172,43,house dog,False,1993-12-10,1993-12-10
173,44,court fill,True,2014-04-12,2014-04-12
174,44,drug official,False,2016-07-17,2016-07-17
175,44,risk foot,False,1974-06-01,1974-06-01
176,44,artist heavy,False,2019-04-14,2019-04-14
177,45,still participant,False,1984-04-20,1984-04-20
178,45,enter hit,False,2013-05-11,2013-05-11
179,45,reflect civil,True,2004-02-15,2004-02-15
180,45,north past,False,1993-05-19,1993-05-19
181,46,leg affect,False,1971-11-30,1971-11-30
182,46,structure power,False,1986-12-22,1986-12-22
183,46,sign represent,True,1981-09-09,1981-09-09
184,46,society Democrat,False,2000-07-31,2000-07-31
185,47,occur citizen,False,1996-11-20,1996-11-20
186,47,more market,False,1989-08-04,1989-08-04
187,47,trade collection,False,1985-06-15,1985-06-15
188,47,lose oil,True,1973-03-08,1973-03-08
189,48,player even,False,1974-10-01,1974-10-01
190,48,decision real,True,1971-04-16,1971-04-16
191,48,stock again,False,1981-06-08,1981-06-08
192,48,outside issue,False,2005-04-27,2005-04-27
193,49,decade candidate,False,1976-09-19,1976-09-19
194,49,name area,False,1980-11-18,1980-11-18
195,49,community child,True,2019-12-15,2019-12-15
196,49,center recently,False,1999-07-31,1999-07-31
197,50,even factor,False,1972-08-16,1972-08-16
198,50,painting Mrs,True,2003-08-06,2003-08-06
199,50,old other,False,1970-01-13,1970-01-13
200,50,mean direction,False,1970-07-01,1970-07-01
201,51,method everybody,False,1999-03-28,1999-03-28
202,51,animal house,False,2000-05-25,2000-05-25
203,51,level help,True,1982-07-27,1982-07-27
204,51,fear have,False,1979-02-13,1979-02-13
205,52,project red,True,1986-06-27,1986-06-27
206,52,lose improve,False,1996-12-06,1996-12-06
207,52,how difficult,False,1974-12-31,1974-12-31
208,52,customer assume,False,1992-04-17,1992-04-17
209,53,somebody yet,False,1984-07-17,1984-07-17
210,53,daughter kind,False,2000-10-30,2000-10-30
211,53,reveal without,False,1979-12-08,1979-12-08
212,53,almost teacher,True,1998-09-07,1998-09-07
213,54,debate step,False,1999-10-01,1999-10-01
214,54,reason red,False,2000-01-06,2000-01-06
215,54,customer herself,False,2020-03-13,2020-03-13
216,54,national son,True,1997-12-20,1997-12-20
217,55,believe within,False,1993-02-14,1993-02-14
218,55,eye national,False,2000-05-20,2000-05-20
219,55,product rule,False,1997-05-30,1997-05-30
220,55,again allow,True,1981-10-01,1981-10-01
221,56,it through,False,1995-10-11,1995-10-11
222,56,strategy stuff,False,1978-07-13,1978-07-13
223,56,allow this,False,1973-12-26,1973-12-26
224,56,idea lot,True,1987-12-21,1987-12-21
225,57,north another,False,2008-11-23,2008-11-23
226,57,place three,True,1996-04-27,1996-04-27
227,57,month so,False,1976-06-29,1976-06-29
228,57,media though,False,2016-05-04,2016-05-04
229,58,serve politics,True,1993-07-07,1993-07-07
230,58,local that,False,1978-01-30,1978-01-30
231,58,place page,False,1979-01-04,1979-01-04
232,58,morning most,False,2004-03-15,2004-03-15
233,59,get moment,False,1976-12-02,1976-12-02
234,59,child able,False,2009-06-12,2009-06-12
235,59,get machine,False,2002-05-08,2002-05-08
236,59,billion theory,True,1978-11-22,1978-11-22
237,60,difficult so,False,2015-05-22,2015-05-22
238,60,store born,False,2013-06-26,2013-06-26
239,60,wait past,True,1976-12-04,1976-12-04
240,60,future enjoy,False,1976-02-10,1976-02-10
241,61,national movement,False,1984-05-02,1984-05-02
242,61,hope trip,False,2019-02-20,2019-02-20
243,61,paper have,True,1978-07-17,1978-07-17
244,61,moment around,False,2002-07-17,2002-07-17
245,62,require give,False,2005-04-12,2005-04-12
246,62,wind store,True,1997-06-03,1997-06-03
247,62,trial nothing,False,2017-05-25,2017-05-25
248,62,seven program,False,1981-02-07,1981-02-07
249,63,eight attack,True,2007-04-30,2007-04-30
250,63,during issue,False,1978-07-20,1978-07-20
251,63,notice need,False,1976-02-09,1976-02-09
252,63,large only,False,1994-01-06,1994-01-06
253,64,entire level,True,1972-11-12,1972-11-12
254,64,owner others,False,2014-03-27,2014-03-27
255,64,less put,False,1971-09-18,1971-09-18
256,64,protect book,False,1993-06-25,1993-06-25
257,65,daughter message,True,1984-09-26,1984-09-26
258,65,part fish,False,2014-10-28,2014-10-28
259,65,teacher career,False,1983-07-18,1983-07-18
260,65,film ago,False,1979-04-03,1979-04-03
261,66,hot your,False,1989-01-29,1989-01-29
262,66,single fine,True,1993-11-12,1993-11-12
263,66,consider site,False,2004-10-27,2004-10-27
264,66,believe matter,False,1988-03-19,1988-03-19
265,67,however nothing,False,1989-04-10,1989-04-10
266,67,where if,False,2014-08-13,2014-08-13
267,67,option present,False,1972-05-16,1972-05-16
268,67,direction he,True,2003-09-03,2003-09-03
269,68,its both,False,2008-08-14,2008-08-14
270,68,against exist,False,1995-06-18,1995-06-18
271,68,speak position,True,1976-08-19,1976-08-19
272,68,respond loss,False,2011-05-31,2011-05-31
273,69,population agree,True,2007-08-31,2007-08-31
274,69,prevent color,False,1987-08-16,1987-08-16
275,69,military party,False,1994-04-07,1994-04-07
276,69,right another,False,1981-10-24,1981-10-24
277,70,seat method,True,1986-11-06,1986-11-06
278,70,Democrat hit,False,1982-09-04,1982-09-04
279,70,cost arm,False,1995-09-09,1995-09-09
280,70,machine Congress,False,1978-07-11,1978-07-11
281,71,who land,True,2001-04-14,2001-04-14
282,71,teach return,False,1984-01-05,1984-01-05
283,71,hundred cell,False,1987-04-20,1987-04-20
284,71,wonder mean,False,1993-01-15,1993-01-15
285,72,participant hotel,True,2012-01-03,2012-01-03
286,72,discover policy,False,1988-11-19,1988-11-19
287,72,hundred into,False,2019-04-24,2019-04-24
288,72,middle economy,False,1979-09-22,1979-09-22
289,73,same teach,False,2005-07-25,2005-07-25
290,73,join property,False,2020-12-21,2020-12-21
291,73,case American,False,2006-11-07,2006-11-07
292,73,why beat,True,2001-02-15,2001-02-15
293,74,foot option,False,2011-03-12,2011-03-12
294,74,far season,False,1972-05-18,1972-05-18
295,74,cover coach,False,1983-02-13,1983-02-13
296,74,not hotel,True,2001-10-11,2001-10-11
297,75,PM gun,True,1997-08-01,1997-08-01
298,75,direction player,False,1970-03-10,1970-03-10
299,75,prepare six,False,1989-07-13,1989-07-13
300,75,pattern story,False,1992-07-20,1992-07-20
301,76,natural television,False,2017-09-29,2017-09-29
302,76,move option,False,1974-07-19,1974-07-19
303,76,mission say,False,1999-04-23,1999-04-23
304,76,rock shake,True,1975-03-17,1975-03-17
305,77,network some,True,2004-03-22,2004-03-22
306,77,range military,False,1998-09-06,1998-09-06
307,77,picture process,False,1981-06-14,1981-06-14
308,77,card phone,False,1971-09-11,1971-09-11
309,78,race often,True,1987-02-24,1987-02-24
310,78,pass fall,False,1990-10-24,1990-10-24
311,78,indicate western,False,1999-11-21,1999-11-21
312,78,morning write,False,2010-06-27,2010-06-27
313,79,how establish,False,1973-07-19,1973-07-19
314,79,fear growth,False,1979-12-02,1979-12-02
315,79,art far,True,1984-07-28,1984-07-28
316,79,common what,False,1982-10-16,1982-10-16
317,80,doctor power,True,1981-07-28,1981-07-28
318,80,school open,False,1981-07-17,1981-07-17
319,80,science fire,False,1996-11-11,1996-11-11
320,80,until something,False,1971-12-01,1971-12-01
321,81,manager generation,True,2010-02-16,2010-02-16
322,81,defense indeed,False,2011-04-08,2011-04-08
323,81,prove whom,False,2003-10-04,2003-10-04
324,81,check inside,False,1985-07-03,1985-07-03
325,82,energy traditional,False,2020-10-10,2020-10-10
326,82,be writer,True,1970-08-05,1970-08-05
327,82,identify remember,False,2016-06-02,2016-06-02
328,82,sport miss,False,2001-09-24,2001-09-24
329,83,environment she,False,2001-04-08,2001-04-08
330,83,point wait,False,2012-12-20,2012-12-20
331,83,production what,False,1997-01-28,1997-01-28
332,83,need same,True,2020-10-26,2020-10-26
333,84,various wonder,False,2013-11-11,2013-11-11
334,84,tend catch,False,2018-08-03,2018-08-03
335,84,happy black,False,1976-11-29,1976-11-29
336,84,open population,True,1979-07-07,1979-07-07
337,85,family election,False,2010-05-18,2010-05-18
338,85,job recent,False,2014-07-26,2014-07-26
339,85,consumer support,False,1994-11-01,1994-11-01
340,85,born candidate,True,2016-05-09,2016-05-09
341,86,second keep,False,2017-09-09,2017-09-09
342,86,we under,False,1973-12-04,1973-12-04
343,86,wrong pressure,True,1994-08-01,1994-08-01
344,86,top usually,False,1995-01-07,1995-01-07
345,87,wonder sea,True,1970-01-28,1970-01-28
346,87,conference stuff,False,1972-11-29,1972-11-29
347,87,population development,False,1979-05-13,1979-05-13
348,87,alone show,False,1997-10-10,1997-10-10
349,88,administration space,True,1998-06-24,1998-06-24
350,88,find thousand,False,2014-05-29,2014-05-29
351,88,let table,False,1970-04-11,1970-04-11
352,88,recent loss,False,1985-08-05,1985-08-05
353,89,agreement executive,True,1999-04-01,1999-04-01
354,89,of usually,False,2010-10-04,2010-10-04
355,89,simple area,False,2007-06-16,2007-06-16
356,89,realize grow,False,1972-07-30,1972-07-30
357,90,same agency,False,1982-02-11,1982-02-11
358,90,few create,False,2011-08-03,2011-08-03
359,90,relationship successful,False,2001-12-21,2001-12-21
360,90,garden local,True,1983-10-22,1983-10-22
361,91,election book,False,1988-08-09,1988-08-09
362,91,even too,False,2016-07-20,2016-07-20
363,91,pressure this,False,2011-10-25,2011-10-25
364,91,on good,True,2001-10-21,2001-10-21
365,92,when hot,False,1992-12-30,1992-12-30
366,92,resource full,False,1975-10-27,1975-10-27
367,92,wide without,True,2008-03-10,2008-03-10
368,92,table cover,False,1993-04-01,1993-04-01
369,93,American best,False,1979-01-04,1979-01-04
370,93,nothing into,True,2003-08-30,2003-08-30
371,93,attention amount,False,1998-09-14,1998-09-14
372,93,idea tend,False,2019-05-16,2019-05-16
373,94,team change,False,1979-09-29,1979-09-29
374,94,once will,True,1993-04-25,1993-04-25
375,94,by away,False,1972-05-03,1972-05-03
376,94,TV buy,False,1980-02-09,1980-02-09
377,95,nothing table,False,2017-05-29,2017-05-29
378,95,able west,False,2006-10-09,2006-10-09
379,95,make happen,False,2017-06-12,2017-06-12
380,95,without follow,True,2010-09-05,2010-09-05
381,96,very ahead,False,1974-03-08,1974-03-08
382,96,because official,False,2012-03-02,2012-03-02
383,96,wall college,False,1980-12-18,1980-12-18
384,96,million sometimes,True,2019-10-14,2019-10-14
385,97,get practice,False,1975-05-01,1975-05-01
386,97,couple laugh,False,2011-12-19,2011-12-19
387,97,news raise,False,1998-02-28,1998-02-28
388,97,fight never,True,1989-10-05,1989-10-05
389,98,budget lead,False,1973-11-13,1973-11-13
390,98,member number,False,2012-02-19,2012-02-19
391,98,nor you,False,2013-07-12,2013-07-12
392,98,approach care,True,1991-08-05,1991-08-05
393,99,across blood,False,2000-08-27,2000-08-27
394,99,without enjoy,False,2017-06-13,2017-06-13
395,99,lose evidence,True,2016-10-08,2016-10-08
396,99,sound professor,False,1993-02-10,1993-02-10
397,100,third he,False,1990-11-06,1990-11-06
398,100,Democrat woman,False,1993-11-07,1993-11-07
399,100,report control,True,1990-07-26,1990-07-26
400,100,voice blood,False,2006-11-19,2006-11-19
401,101,trip any,False,2016-07-13,2016-07-13
402,101,offer series,True,1971-06-19,1971-06-19
403,101,political old,False,1983-05-15,1983-05-15
404,101,green will,False,1978-06-07,1978-06-07
405,102,note brother,False,2010-11-11,2010-11-11
406,102,purpose then,False,1988-07-24,1988-07-24
407,102,indicate nor,True,2001-07-28,2001-07-28
408,102,information serve,False,1993-08-26,1993-08-26
409,103,thank gun,False,2015-03-21,2015-03-21
410,103,full reality,False,1998-04-18,1998-04-18
411,103,they by,True,1991-03-02,1991-03-02
412,103,through beautiful,False,2009-05-12,2009-05-12
413,104,moment his,False,2018-06-10,2018-06-10
414,104,partner human,False,1972-10-17,1972-10-17
415,104,everyone stop,False,1970-08-12,1970-08-12
416,104,trip past,True,2019-12-09,2019-12-09
417,105,argue coach,True,1978-01-09,1978-01-09
418,105,single will,False,1972-08-22,1972-08-22
419,105,between outside,False,1986-04-27,1986-04-27
420,105,half support,False,1984-02-13,1984-02-13
421,106,bed somebody,False,2015-12-15,2015-12-15
422,106,baby nor,False,2004-07-01,2004-07-01
423,106,with should,False,1982-10-12,1982-10-12
424,106,level particularly,True,1971-03-14,1971-03-14
425,107,difference research,False,1983-08-13,1983-08-13
426,107,central policy,False,1976-06-30,1976-06-30
427,107,entire skin,True,2010-09-15,2010-09-15
428,107,increase help,False,1971-07-25,1971-07-25
429,108,or coach,False,1998-05-21,1998-05-21
430,108,there question,False,1974-07-25,1974-07-25
431,108,American bar,False,2006-09-30,2006-09-30
432,108,Mr PM,True,1970-01-20,1970-01-20
433,109,government event,False,2018-11-23,2018-11-23
434,109,crime rather,False,1994-04-12,1994-04-12
435,109,itself sense,True,1995-03-23,1995-03-23
436,109,history edge,False,2003-02-27,2003-02-27
437,110,human carry,True,2007-03-31,2007-03-31
438,110,big word,False,2010-03-25,2010-03-25
439,110,ground surface,False,2013-09-03,2013-09-03
440,110,style movie,False,1978-01-03,1978-01-03
441,111,on some,True,2014-04-06,2014-04-06
442,111,there field,False,2011-05-17,2011-05-17
443,111,cover no,False,1976-11-14,1976-11-14
444,111,rather vote,False,1980-04-10,1980-04-10
445,112,piece apply,False,1972-06-22,1972-06-22
446,112,indicate can,False,1974-07-29,1974-07-29
447,112,power rise,False,2015-12-22,2015-12-22
448,112,yes movie,True,1999-04-14,1999-04-14
449,113,benefit whole,False,1985-12-02,1985-12-02
450,113,about significant,True,1984-10-08,1984-10-08
451,113,room sea,False,1986-04-03,1986-04-03
452,113,those check,False,1980-11-08,1980-11-08
453,114,truth toward,False,1978-12-28,1978-12-28
454,114,start different,True,1984-07-12,1984-07-12
455,114,which wind,False,2013-01-31,2013-01-31
456,114,lose according,False,2012-10-27,2012-10-27
457,115,growth team,False,1988-10-04,1988-10-04
458,115,recognize simply,False,2005-07-15,2005-07-15
459,115,technology law,False,2008-07-20,2008-07-20
460,115,under stay,True,1983-12-04,1983-12-04
461,116,move someone,False,1980-02-16,1980-02-16
462,116,guy even,False,1989-12-25,1989-12-25
463,116,bank opportunity,True,2013-04-30,2013-04-30
464,116,outside film,False,2014-11-03,2014-11-03
465,117,capital onto,False,2002-10-15,2002-10-15
466,117,movement environment,False,1982-05-06,1982-05-06
467,117,same example,True,2011-08-31,2011-08-31
468,117,radio believe,False,2015-01-12,2015-01-12
469,118,perform throughout,True,1979-10-02,1979-10-02
470,118,hair trouble,False,1973-09-08,1973-09-08
471,118,consider record,False,1992-05-21,1992-05-21
472,118,minute play,False,1992-11-18,1992-11-18
473,119,he accept,False,2012-10-16,2012-10-16
474,119,remain oil,False,2013-09-23,2013-09-23
475,119,collection ball,True,1988-02-28,1988-02-28
476,119,offer house,False,1991-10-23,1991-10-23
477,120,main service,True,1984-11-02,1984-11-02
478,120,represent either,False,2016-06-19,2016-06-19
479,120,national sport,False,1976-11-17,1976-11-17
480,120,even these,False,1984-01-08,1984-01-08
481,121,ability change,False,2005-01-10,2005-01-10
482,121,specific rich,False,2021-03-10,2021-03-10
483,121,wrong buy,False,1996-01-30,1996-01-30
484,121,food third,True,2002-05-28,2002-05-28
485,122,society country,False,1988-08-18,1988-08-18
486,122,space step,True,1973-11-29,1973-11-29
487,122,popular analysis,False,1996-08-04,1996-08-04
488,122,material week,False,2017-06-15,2017-06-15
489,123,month feel,False,1970-05-02,1970-05-02
490,123,win difficult,True,1975-11-30,1975-11-30
491,123,kid civil,False,2006-12-11,2006-12-11
492,123,matter challenge,False,1981-10-11,1981-10-11
493,124,dinner note,False,1993-05-15,1993-05-15
494,124,career no,False,2010-10-06,2010-10-06
495,124,somebody wife,True,1981-09-08,1981-09-08
496,124,explain only,False,1971-01-01,1971-01-01
497,125,environment plant,False,1984-06-09,1984-06-09
498,125,eat administration,False,1973-06-29,1973-06-29
499,125,practice politics,True,1987-03-24,1987-03-24
500,125,out resource,False,1992-01-23,1992-01-23
501,126,kitchen minute,True,2017-11-12,2017-11-12
502,126,away country,False,1974-10-14,1974-10-14
503,126,defense although,False,1997-03-16,1997-03-16
504,126,remain message,False,1986-11-02,1986-11-02
505,127,name dark,False,2017-07-26,2017-07-26
506,127,ready town,True,1998-12-21,1998-12-21
507,127,stand magazine,False,1971-07-14,1971-07-14
508,127,social go,False,1986-08-13,1986-08-13
509,128,maybe cell,True,1977-06-28,1977-06-28
510,128,activity we,False,1976-07-14,1976-07-14
511,128,down physical,False,1995-09-01,1995-09-01
512,128,herself Democrat,False,1975-10-20,1975-10-20
513,129,push campaign,False,1984-08-30,1984-08-30
514,129,need there,False,2009-06-09,2009-06-09
515,129,wife recent,True,1979-12-28,1979-12-28
516,129,training force,False,1973-03-25,1973-03-25
517,130,almost president,False,1984-10-30,1984-10-30
518,130,fear hit,False,2015-03-08,2015-03-08
519,130,position employee,True,2012-10-13,2012-10-13
520,130,news already,False,1992-03-24,1992-03-24
521,131,finish strong,False,1997-05-02,1997-05-02
522,131,whole seven,False,1989-09-24,1989-09-24
523,131,general best,False,1985-02-17,1985-02-17
524,131,involve performance,True,1982-10-17,1982-10-17
525,132,baby people,False,2020-05-05,2020-05-05
526,132,else important,False,1987-04-17,1987-04-17
527,132,grow head,True,2019-04-23,2019-04-23
528,132,window century,False,1992-08-11,1992-08-11
529,133,say crime,False,1983-01-10,1983-01-10
530,133,price our,False,1977-01-21,1977-01-21
531,133,hard current,True,2017-01-27,2017-01-27
532,133,interview onto,False,1995-10-01,1995-10-01
533,134,each person,False,1983-02-07,1983-02-07
534,134,read including,False,1970-02-18,1970-02-18
535,134,baby skill,True,2002-01-13,2002-01-13
536,134,business general,False,1999-10-14,1999-10-14
537,135,else information,False,2009-04-25,2009-04-25
538,135,specific general,False,1998-10-25,1998-10-25
539,135,music really,True,1975-02-28,1975-02-28
540,135,address choose,False,2013-08-08,2013-08-08
541,136,election address,True,2011-12-20,2011-12-20
542,136,network sign,False,1994-03-13,1994-03-13
543,136,scientist spend,False,2008-11-07,2008-11-07
544,136,democratic describe,False,1985-11-16,1985-11-16
545,137,could service,False,1990-09-01,1990-09-01
546,137,option agreement,True,1980-07-13,1980-07-13
547,137,there like,False,1983-07-17,1983-07-17
548,137,pressure budget,False,1978-02-27,1978-02-27
549,138,day social,True,2015-09-22,2015-09-22
550,138,dog threat,False,1988-02-04,1988-02-04
551,138,suddenly argue,False,1983-12-17,1983-12-17
552,138,recently for,False,2020-11-29,2020-11-29
553,139,these stay,False,1984-02-16,1984-02-16
554,139,media bill,False,1987-11-11,1987-11-11
555,139,president street,True,1981-03-21,1981-03-21
556,139,glass though,False,2009-04-17,2009-04-17
557,140,clear decision,True,1975-01-26,1975-01-26
558,140,century same,False,1983-10-11,1983-10-11
559,140,family oil,False,2001-02-18,2001-02-18
560,140,attorney contain,False,2010-01-09,2010-01-09
561,141,of talk,False,1998-04-16,1998-04-16
562,141,loss happy,False,2008-12-19,2008-12-19
563,141,two from,False,2012-06-05,2012-06-05
564,141,huge card,True,1977-11-11,1977-11-11
565,142,reality help,False,2012-04-25,2012-04-25
566,142,certain provide,True,1979-07-03,1979-07-03
567,142,suffer run,False,2020-08-02,2020-08-02
568,142,sell remember,False,1990-04-30,1990-04-30
569,143,kid idea,True,2016-03-15,2016-03-15
570,143,generation hand,False,1971-10-16,1971-10-16
571,143,interview book,False,1992-08-24,1992-08-24
572,143,argue thank,False,1973-12-14,1973-12-14
573,144,left agree,False,1973-02-19,1973-02-19
574,144,player more,False,2008-03-16,2008-03-16
